订单服务日期,流水
2022/10/10,133355
2022/10/11,140910.44
2022/10/12,152384.95
2022/10/13,161495.78
2022/10/14,178414.41
2022/10/15,183776.08
2022/10/16,191618.42
2022/10/17,170796.23
2022/10/18,156277.34
2022/10/19,156254.37
2022/10/20,170861.97
2022/10/21,214722.6
2022/10/22,188765.85
2022/10/23,208978.45
2022/10/24,186146.9
2022/10/25,157034.23
2022/10/26,152184.68
2022/10/27,157236.69
2022/10/28,199466
2022/10/29,154234.17
2022/10/30,174955.09
2022/10/31,149844.71
2022/11/1,133520.06
2022/11/2,144727.56
2022/11/3,140132.58
2022/11/4,196424.98
2022/11/5,157522.34
2022/11/6,212171.91
2022/11/7,172098.01
2022/11/8,159312.24
2022/11/9,153179.93
2022/11/10,153394.85
2022/11/11,212136.12
2022/11/12,171482.37
2022/11/13,200419.06
2022/11/14,184094.73
2022/11/15,157118.9
2022/11/16,163760.23
2022/11/17,154429.73
2022/11/18,200771.43
2022/11/19,176641.64
2022/11/20,199517.08
2022/11/21,169170.36
2022/11/22,147363.79
2022/11/23,140944.26
2022/11/24,135097.31
2022/11/25,178829.7
2022/11/26,128079.58
2022/11/27,152154.45
2022/11/28,128809.48
2022/11/29,117410
2022/11/30,106837.04
2022/12/1,100319.19
2022/12/2,141895.22
2022/12/3,118430.49
2022/12/4,135337.36
2022/12/5,124174.54
2022/12/6,147702.52
2022/12/7,140666.9
2022/12/8,137450.54
2022/12/9,174206.09
2022/12/10,168489.88
2022/12/11,189464.89
2022/12/12,171534.87
2022/12/13,168475.88
2022/12/14,175957.75
2022/12/15,171913.89
2022/12/16,186879.58
2022/12/17,155445.54
2022/12/18,153791.64
2022/12/19,154036.2
2022/12/20,115311.3
2022/12/21,111215.52
2022/12/22,106787.92
2022/12/23,134728.35
2022/12/24,103312.77
2022/12/25,112438.2
2022/12/26,112069
2022/12/27,100748.69
2022/12/28,91696.01
2022/12/29,87791.92
2022/12/30,129285.71
2022/12/31,117860.84
2023/1/1,100841.09
2023/1/2,152555.79
2023/1/3,126803.74
2023/1/4,122631.81
2023/1/5,121261.71
2023/1/6,151352.97
2023/1/7,154962.48
2023/1/8,164275.21
2023/1/9,162395.02
2023/1/10,153316.31
2023/1/11,161275.62
2023/1/12,157721.21
2023/1/13,188934.61
2023/1/14,177197.9
2023/1/15,166738.22
2023/1/16,168654.2
2023/1/17,179792.93
2023/1/18,189656.12
2023/1/19,190080.87
2023/1/20,159844.86
2023/1/21,46621.38
2023/1/22,51937
2023/1/23,88734.11
2023/1/24,128452.78
2023/1/25,146342.44
2023/1/26,168742.96
2023/1/27,227777.24
2023/1/28,212151.67
2023/1/29,222962.24
2023/1/30,213753.84
2023/1/31,214742.06
2023/2/1,201756.2
2023/2/2,193982.36
2023/2/3,200207.55
2023/2/4,184271.72
2023/2/5,180978.84
2023/2/6,260834.63
2023/2/7,193174.51
2023/2/8,200636.12
2023/2/9,182052.3
2023/2/10,242332.43
2023/2/11,250080.53
2023/2/12,260777.88
2023/2/13,204236.31
2023/2/14,175847.89
2023/2/15,194535.66
2023/2/16,178772.91
2023/2/17,233532.6
2023/2/18,239289.85
2023/2/19,245189.37
2023/2/20,194947.35
2023/2/21,158852.39
2023/2/22,160887.21
2023/2/23,173585.62
2023/2/24,241733.25
2023/2/25,245029.44
2023/2/26,245598.8
2023/2/27,192131.84
2023/2/28,151630.61
2023/3/1,169641.13
2023/3/2,155975.14
2023/3/3,220023.86
2023/3/4,189339.2
2023/3/5,241183.72
2023/3/6,187966.24
2023/3/7,154301.42
2023/3/8,158406.62
2023/3/9,155287.28
2023/3/10,232587.77
2023/3/11,204597.85
2023/3/12,227293.45
2023/3/13,183173.7
2023/3/14,155426.95
2023/3/15,161495.69
2023/3/16,156093.13
2023/3/17,226404.39
2023/3/18,195122.69
2023/3/19,224238.4
2023/3/20,187432.85
2023/3/21,157240.15
2023/3/22,139148.3
2023/3/23,157017.89
2023/3/24,199830.58
2023/3/25,183863.54
2023/3/26,219105.65
2023/3/27,167819
2023/3/28,149391.79
2023/3/29,151239.58
2023/3/30,161448.74
2023/3/31,241227.66
2023/4/1,199729.12
2023/4/2,241610.75
2023/4/3,193734.06
2023/4/4,196495.44
2023/4/5,180645.08
2023/4/6,195529.8
2023/4/7,218130.8
2023/4/8,193114.67
2023/4/9,225401.19
2023/4/10,179179.13
2023/4/11,149692.75
2023/4/12,163418.43
2023/4/13,146998.19
2023/4/14,219000.09
2023/4/15,181657.48
2023/4/16,219123.89
2023/4/17,178100.89
2023/4/18,151315.9
2023/4/19,156938.02
2023/4/20,160666.56
2023/4/21,205364.77
2023/4/22,194128.37
2023/4/23,187401.58
2023/4/24,162561.71
2023/4/25,168073.23
2023/4/26,179540.83
2023/4/27,203192.28
2023/4/28,337682.78
2023/4/29,324496.51
2023/4/30,269606.17
2023/5/1,247712.73
2023/5/2,262594.13
2023/5/3,349027.78
2023/5/4,230725.78
2023/5/5,188124.91
2023/5/6,194843.55
2023/5/7,203614.93
2023/5/8,183930.61
2023/5/9,161037.67
2023/5/10,161093.61
2023/5/11,162572.7
2023/5/12,212203.4
2023/5/13,198371.99
2023/5/14,223690.58
2023/5/15,189620.8
2023/5/16,164175.92
2023/5/17,158528.57
2023/5/18,155554.04
2023/5/19,225767.08
2023/5/20,198721.9
2023/5/21,225022.76
2023/5/22,185071.06
2023/5/23,151988.75
2023/5/24,158485.68
2023/5/25,166781.49
2023/5/26,219591.72
2023/5/27,192090.71
2023/5/28,218808.58
2023/5/29,165679.21
2023/5/30,165177.1
2023/5/31,162172.6
2023/6/1,158047.73
2023/6/2,219207.13
2023/6/3,184497.83
2023/6/4,222739.5
2023/6/5,204626.27
2023/6/6,165426.25
2023/6/7,162082.83
2023/6/8,166744.07
2023/6/9,226567.05
2023/6/10,194982.96
2023/6/11,217540.17
2023/6/12,190339.08
2023/6/13,173456.39
2023/6/14,174477.14
2023/6/15,182828.5
2023/6/16,223488.34
2023/6/17,196589.07
2023/6/18,219813.9
2023/6/19,211914.5
2023/6/20,203227.64
2023/6/21,298435.22
2023/6/22,234425.14
2023/6/23,225559.86
2023/6/24,286694.96
2023/6/25,233446.35
2023/6/26,204708.54
2023/6/27,192934.47
2023/6/28,200814.29
2023/6/29,197037.31
2023/6/30,248427.95
2023/7/1,223720.25
2023/7/2,238846.16
2023/7/3,233362.84
2023/7/4,194264.82
2023/7/5,205296.62
2023/7/6,205112.31
2023/7/7,250113.44
2023/7/8,233344.56
2023/7/9,237219.55
2023/7/10,230528.9
2023/7/11,199336.84
2023/7/12,185768.27
2023/7/13,193382.36
2023/7/14,228703.14
2023/7/15,216334.86
2023/7/16,224740.88
2023/7/17,197958.96
2023/7/18,169927.98
2023/7/19,188820.84
2023/7/20,200835.43
2023/7/21,222405.5
2023/7/22,201378.15
2023/7/23,219541.64
2023/7/24,206752.69
2023/7/25,184464.05
2023/7/26,213521.03
2023/7/27,162337.43
2023/7/28,165081.02
2023/7/29,175278.52
2023/7/30,195157.28
2023/7/31,203368.45
2023/8/1,200012.3
2023/8/2,192808.71
2023/8/3,196186.02
2023/8/4,227908.87
2023/8/5,196773.07
2023/8/6,220089.44
2023/8/7,204924.95
2023/8/8,193137.47
2023/8/9,188760.44
2023/8/10,185670.88
2023/8/11,217662.59
2023/8/12,198771.83
2023/8/13,225225.11
2023/8/14,213849.98
2023/8/15,210079.8
2023/8/16,199120.97
2023/8/17,215499.72
2023/8/18,248079.65
2023/8/19,225755.08
2023/8/20,245382.49
2023/8/21,220515.99
